OverallQual,GarageCars,FullBath,TotRmsAbvGrd,MSZoning,Neighborhood,Condition1,Condition2,HouseStyle,ExterQual,BsmtQual,BsmtCond,KitchenQual,GarageType,GarageFinish,PoolQC,GrLivArea,GarageArea,TotalBsmtSF,1stFlrSF,YearBuilt,BsmtFinSF1,WoodDeckSF,2ndFlrSF,OpenPorchSF,LotArea,BsmtUnfSF,SalePrice
5,2,2,8,6,21,3,3,1,3,0,0,3,2,3,0,1535,400,0,1535,1979,0,0,0,0,7018,0,118858
6,2,1,8,6,0,3,3,4,3,3,3,3,2,2,0,1796,483,780,983,1963,400,0,813,50,7056,380,140000
4,1,1,6,8,10,3,3,1,3,3,3,3,6,3,0,951,327,951,951,1936,285,0,0,28,8765,666,106500
5,2,2,12,6,21,2,3,4,3,0,0,3,6,3,0,2240,528,0,1120,1979,0,154,1120,0,7018,0,142953
9,3,2,11,6,16,3,3,1,5,5,3,5,2,1,0,2364,820,2330,2364,2009,2188,0,0,67,12919,142,611657
5,1,1,6,6,20,2,3,1,3,3,3,3,2,3,0,1236,288,912,1236,1961,465,0,0,0,6993,447,135000
4,1,1,4,6,0,3,3,1,3,3,3,3,6,3,0,858,684,858,858,1971,322,0,0,0,7340,536,110000
5,1,1,5,6,0,3,3,1,3,3,3,3,6,3,0,1306,756,992,1306,1957,860,0,0,0,8712,132,153000
7,2,2,8,6,9,3,3,4,4,4,3,4,2,1,0,1509,393,783,807,2003,0,0,702,75,7875,783,180000
7,3,2,7,6,9,3,3,1,4,4,3,4,2,2,0,1670,690,1670,1670,2006,0,144,0,60,14859,1670,240000
5,1,1,6,6,20,3,3,1,3,3,3,3,2,3,0,902,288,876,902,1967,599,0,0,0,6173,277,125500
5,1,1,6,6,0,3,3,1,3,3,3,3,2,2,0,1063,280,1056,1063,1954,354,0,0,0,9920,412,128000
8,3,2,8,6,22,3,3,1,4,4,3,4,2,2,0,1636,865,1623,1636,2006,63,0,0,60,13501,1560,255000
7,1,1,6,6,7,3,3,2,4,4,3,4,2,1,0,2057,180,1017,1020,1936,223,0,1037,0,11500,794,250000
5,2,1,5,6,12,3,3,1,3,4,3,3,2,3,0,902,484,864,902,1983,301,164,0,0,8885,239,131000
6,2,2,8,6,9,3,3,4,4,4,3,4,2,1,0,1484,390,742,742,2005,0,36,742,24,12589,742,174000
5,2,2,12,6,0,2,3,4,3,3,3,3,6,3,0,2274,480,1105,1105,1960,443,0,1169,0,11600,662,154300
5,1,1,5,6,6,3,3,1,3,4,4,4,6,3,0,1268,252,1268,1268,1977,196,173,0,0,9286,1072,143500
5,1,1,6,8,4,3,3,1,3,3,3,3,6,3,0,1015,450,768,1015,1925,489,0,0,0,6120,279,88000
5,3,2,8,5,7,3,3,4,3,3,3,3,1,3,0,2002,871,1001,1001,1949,284,0,1001,0,6270,717,145000
6,2,2,4,3,22,3,3,4,4,4,3,4,6,2,0,1224,528,612,612,2009,294,0,612,234,3000,318,173733
4,1,1,6,8,11,3,3,4,3,3,3,3,2,3,0,1092,286,546,546,1970,0,0,546,0,2001,546,75000
2,1,0,4,0,10,3,3,1,3,3,3,3,6,3,0,480,308,480,480,1949,50,0,0,0,9000,430,35311
4,1,1,6,6,8,3,3,1,3,3,3,3,2,2,0,1229,284,1134,1229,1956,1059,0,0,0,17140,75,135000
7,3,2,8,6,21,3,3,4,4,5,3,4,2,2,0,2127,833,1104,912,1991,48,72,1215,192,13125,422,238000
6,2,1,6,6,0,3,3,1,5,4,3,3,2,3,0,1414,601,1184,1414,1958,528,0,0,51,11029,245,176500
6,2,2,7,6,21,3,3,4,4,4,4,4,2,2,0,1721,471,928,936,1994,814,300,785,87,8462,114,201000
5,0,2,9,6,8,2,3,2,3,3,3,3,0,0,0,2200,0,1272,1272,1900,1084,0,928,70,8777,188,145900
6,2,2,6,6,9,5,3,1,4,4,3,4,2,1,0,1316,397,1316,1316,2005,28,100,0,0,10237,1288,169990
6,2,2,5,6,21,3,3,1,4,4,3,4,2,2,0,1617,533,1604,1617,1993,165,0,0,69,8012,598,193000
6,2,2,7,6,17,3,3,1,3,4,3,3,2,3,0,1686,612,1686,1686,1980,625,384,0,131,10240,0,207500
5,2,2,6,6,17,3,3,1,3,4,3,5,2,2,0,1126,540,1126,1126,1977,767,180,0,0,15611,266,175000
8,3,2,10,6,16,3,3,4,4,4,3,5,4,1,0,2374,656,1181,1234,2003,0,104,1140,100,11999,1181,285000
7,2,2,9,6,17,2,3,4,3,3,3,3,2,2,0,1978,486,832,1098,1968,552,0,880,43,9900,280,176000
8,2,2,7,6,6,3,3,1,4,4,3,5,2,2,0,1788,522,1753,1788,2001,0,202,0,151,11838,1753,236500
7,2,2,8,6,9,3,3,4,3,4,3,4,4,1,0,2236,642,964,993,1997,0,0,1243,0,13006,964,222000
8,3,2,7,6,24,3,3,1,4,4,3,4,2,1,0,1466,610,1466,1466,2007,16,100,0,18,8925,1450,201000
5,1,1,5,6,0,3,3,1,3,3,3,3,6,3,0,925,429,925,925,1965,338,0,0,0,9100,121,117500
9,3,2,8,6,22,4,3,1,5,5,4,5,2,1,0,1905,788,1905,1905,2006,0,0,0,191,11670,1905,320000
7,2,2,6,6,6,3,3,1,4,4,3,4,2,2,0,1500,570,1500,1500,2004,20,192,0,36,8487,1480,190000
7,2,2,9,6,0,7,3,1,3,4,3,4,2,2,0,2069,505,585,2069,1960,425,0,0,0,27650,160,242000
4,2,1,5,6,4,3,3,1,3,2,3,3,6,3,0,747,528,600,747,1926,0,0,0,0,5825,600,79900
7,2,2,5,6,21,3,3,1,4,4,3,4,2,2,0,1200,555,1176,1200,2003,833,0,0,41,10083,343,184900
7,2,2,8,6,22,3,3,4,4,4,3,4,2,2,0,1971,689,1113,1113,2005,341,0,858,48,9675,772,253000
7,3,2,7,6,6,3,3,4,4,4,4,4,2,2,0,1962,868,1391,1391,2006,464,0,571,90,8760,927,239799
7,1,2,10,6,5,3,3,4,3,3,3,3,2,3,0,2403,349,1032,1207,1940,0,56,1196,0,24090,1032,244400
6,2,2,8,6,12,3,3,1,3,3,3,3,2,3,0,1728,574,1728,1728,1976,936,40,0,0,12640,396,150900
7,2,2,8,6,9,4,3,4,4,4,3,4,4,2,0,2060,390,992,1022,1999,772,0,1038,0,8755,220,214000
4,0,2,8,6,8,3,3,1,3,4,3,3,0,0,0,1440,0,1440,1440,1977,1440,321,0,0,7711,0,150000
5,2,2,8,6,12,3,3,1,3,3,3,3,2,3,0,1632,576,1632,1632,1967,0,0,0,0,25000,1632,143000
6,2,1,7,6,24,3,3,8,3,3,3,4,3,2,0,1344,525,819,1344,1958,111,0,0,118,14375,354,137500
5,2,1,7,8,18,3,3,2,3,3,3,3,6,3,0,1869,456,1088,1188,1890,1088,48,561,0,8820,0,124900
5,1,1,6,6,0,3,3,8,3,3,3,3,2,2,0,1144,796,1144,1144,1959,748,86,0,0,8163,102,143000
8,3,2,9,6,24,3,3,1,4,4,3,4,2,1,0,1629,808,1616,1629,2002,1300,0,0,252,14536,316,270000
7,2,2,7,6,6,3,3,4,4,4,3,4,2,2,0,1776,474,936,936,2002,0,144,840,96,14006,936,192500
6,2,1,5,6,17,3,3,1,3,3,3,4,2,2,0,1381,676,1161,1381,1972,982,0,0,0,9360,179,197500
5,2,1,5,6,0,3,3,1,3,3,3,4,6,2,0,864,720,864,864,1950,398,194,0,0,7200,317,129000
5,1,1,6,5,21,3,3,1,3,3,3,3,6,3,0,965,300,828,965,1965,641,421,0,0,7800,187,119900
5,1,1,5,6,6,3,3,7,3,4,3,3,6,1,0,768,396,768,768,1972,660,192,0,0,7200,108,133900
5,2,2,7,6,12,3,3,4,3,3,3,3,2,2,0,1968,530,784,1168,1969,562,305,800,189,11075,29,172000
6,0,2,4,6,8,3,3,7,3,4,4,3,0,0,0,980,0,945,980,1975,945,0,0,0,9400,0,127500
6,2,2,8,5,7,3,3,4,3,4,3,3,2,3,0,1958,492,979,979,1946,484,0,979,0,7136,495,145000
6,2,1,5,8,2,3,3,4,3,4,3,3,2,1,0,1229,462,561,561,1980,285,150,668,0,1300,276,124000
5,2,1,6,6,20,3,3,1,3,3,3,3,6,1,0,1057,576,1057,1057,1962,417,0,0,0,7420,640,132000
7,2,2,6,6,6,3,3,1,4,4,3,4,2,2,0,1337,531,1337,1337,2003,699,0,0,39,8450,638,185000
7,2,2,6,3,22,3,3,4,4,4,3,4,6,3,0,1416,484,696,696,1999,604,0,720,44,2572,92,155000
5,0,1,4,6,4,3,3,1,3,3,3,3,0,0,0,858,0,858,858,1958,696,117,0,0,7207,162,116500
6,2,2,11,6,17,6,3,4,3,4,4,3,2,1,0,2872,619,1330,1542,1977,896,550,1330,282,12227,434,272000
6,2,2,7,6,15,3,3,4,3,4,3,4,6,3,0,1548,440,804,804,1976,556,48,744,0,2308,248,155000
9,2,2,7,6,6,3,3,1,4,5,3,5,2,1,0,1800,702,1800,1800,2007,0,288,0,136,11923,1800,239000
7,2,2,8,6,24,3,3,4,4,4,3,4,4,1,0,1894,510,817,824,2002,624,0,1070,40,11316,193,214900
6,2,2,8,6,9,5,3,4,4,4,3,4,2,1,0,1484,393,783,783,2005,0,0,701,72,10237,783,178900
5,1,1,7,6,7,3,3,2,4,3,2,3,6,3,0,1308,256,728,976,1940,428,0,332,70,9600,300,160000
5,1,1,6,6,0,3,3,1,3,3,3,3,2,3,0,1098,260,1098,1098,1955,902,0,0,0,7390,196,135000
3,0,1,6,8,18,3,3,2,3,3,3,3,0,0,0,968,0,600,600,1910,0,0,368,0,5925,600,37900
6,1,1,6,6,0,3,3,8,3,3,3,3,2,2,0,1095,264,588,1095,1958,513,0,0,0,10382,75,140000
4,0,1,6,6,0,3,3,2,3,3,3,3,0,0,0,1192,0,720,720,1949,0,0,472,0,10800,720,135000
7,2,2,6,6,16,3,3,4,4,4,3,4,4,2,0,1626,474,764,764,2003,567,0,862,27,2268,197,173000
6,1,2,5,6,21,3,3,1,3,4,3,3,2,3,0,918,264,918,918,1979,0,28,0,0,7892,918,99500
7,2,2,6,3,22,3,3,1,4,4,3,4,2,1,0,1428,480,1428,1428,2007,0,0,0,120,11639,1428,182000
7,2,1,8,6,4,5,2,4,3,4,3,4,6,3,0,2019,532,728,1136,1910,0,509,883,135,11414,728,167500
7,2,2,6,3,22,3,3,4,4,4,3,4,6,3,0,1382,490,673,673,2000,641,153,709,50,2651,32,165000
4,0,1,4,6,4,3,3,1,3,4,3,2,0,0,0,869,0,440,869,1923,0,0,0,0,5900,440,85500
7,2,1,4,3,22,3,3,1,4,4,3,4,2,1,0,1241,569,1241,1241,2006,1106,0,0,116,4274,135,199900
4,2,1,5,6,8,3,3,1,3,3,3,3,6,3,0,894,400,894,894,1954,552,0,0,0,9450,342,110000
5,2,1,5,6,20,2,3,1,3,3,3,3,6,3,0,1121,480,1121,1121,1963,651,0,0,80,8816,470,139000
7,2,1,6,6,0,3,3,7,5,3,3,5,2,2,0,999,588,944,999,1961,867,144,0,76,12122,77,178400
8,3,2,8,6,14,3,3,4,4,4,3,4,2,1,0,2612,676,1225,1276,1998,854,250,1336,0,12203,371,336000
7,2,2,6,6,1,3,3,1,4,4,3,4,2,1,0,1266,388,1266,1266,2007,0,100,0,16,3182,1266,159895
8,2,2,9,6,6,3,3,4,4,4,3,4,2,3,0,2290,779,1128,1149,2002,0,0,1141,0,11250,1128,255900
5,2,2,8,6,12,3,3,2,3,0,0,4,2,3,0,1734,539,0,1302,1977,0,0,432,0,10125,0,126000
5,1,1,5,6,8,3,3,1,3,3,3,3,6,3,0,1164,240,1164,1164,1950,1040,0,0,48,10880,124,125000
6,1,1,5,8,18,2,3,2,3,3,2,4,2,3,0,1635,255,485,1001,1910,0,394,634,0,5310,485,117000
9,3,2,8,6,16,3,3,1,5,5,3,5,2,1,0,1940,606,1930,1940,2009,1646,168,0,95,10159,284,395192
6,2,2,8,6,17,3,3,4,3,3,3,4,2,1,0,2030,551,848,1118,1976,156,0,912,224,12046,692,195000
7,2,2,6,3,22,3,3,4,4,4,4,4,2,2,0,1576,614,770,778,2006,0,0,798,50,8125,770,197000
8,3,2,7,6,14,3,3,4,4,4,3,4,2,1,0,2392,870,1396,1407,1997,1074,0,985,70,9452,322,348000
8,2,1,8,8,18,1,3,4,4,3,3,4,2,3,0,1742,424,916,916,1882,216,0,826,169,17671,700,168000
6,2,2,7,6,0,3,3,4,3,3,3,4,2,2,0,1851,440,822,1020,1964,536,239,831,42,9760,169,187000
6,2,2,6,6,6,3,3,4,3,4,3,4,2,2,0,1500,564,750,750,2005,0,0,750,35,8846,750,173900
10,3,2,7,6,16,3,3,1,5,5,3,5,2,1,0,1718,786,1700,1718,2006,1172,216,0,48,12456,528,337500
4,1,1,5,6,4,2,3,2,3,3,3,3,6,3,0,1230,305,747,774,1946,384,0,456,57,4712,363,121600
5,1,1,6,6,0,3,3,1,3,3,3,3,2,3,0,1050,368,1050,1050,1961,915,0,0,319,10659,135,136500
6,2,2,6,6,17,7,3,1,3,3,3,3,2,2,0,1442,615,1442,1442,1970,0,371,0,0,11717,1442,185000
3,1,1,6,8,10,3,3,1,3,3,2,3,6,3,0,1077,210,1007,1077,1922,0,0,0,100,9786,1007,91000
7,2,2,6,6,6,3,3,1,4,4,3,4,2,2,0,1208,632,1187,1208,2006,686,105,0,61,6762,501,206000
3,2,1,4,6,8,3,3,1,3,0,0,2,6,3,0,944,528,0,944,1952,0,0,0,0,10206,0,82000
5,1,1,4,6,18,3,3,1,3,2,3,5,6,3,0,691,216,691,691,1920,0,0,0,20,5400,691,86000
8,3,2,7,6,22,5,3,1,4,4,3,4,2,2,0,1574,824,1574,1574,2006,24,144,0,104,11957,1550,232000
5,2,2,8,6,17,2,5,1,3,3,3,3,6,3,0,1680,528,1680,1680,1976,0,0,0,0,11500,1680,136905
7,2,2,7,6,1,3,3,1,4,4,3,4,2,1,0,1504,457,1346,1504,2005,16,156,0,0,3182,1330,181000
5,1,2,6,6,6,3,3,8,4,4,4,3,2,3,0,985,328,985,985,1977,595,210,0,0,8385,390,149900
6,2,2,7,6,0,6,3,1,3,4,3,3,2,3,0,1657,484,1657,1657,1970,1237,0,0,0,12155,420,163500
4,1,1,6,8,11,3,3,4,3,3,3,3,2,2,0,1092,286,546,546,1970,273,238,546,0,2217,0,88000
7,2,2,7,6,12,3,3,1,4,5,3,4,2,1,0,1710,550,1710,1710,2004,0,100,0,48,12118,1710,240000
5,0,2,7,6,19,3,3,2,3,3,3,3,0,0,0,1522,0,1008,1008,1926,0,0,0,0,6000,1008,102000
5,1,2,7,6,20,3,3,2,3,3,3,3,2,3,0,1271,312,720,720,1948,0,0,551,0,21286,720,135000
5,0,2,8,6,8,3,3,1,3,0,0,3,0,0,0,1664,0,0,1664,1965,0,0,0,0,9825,0,100000
6,1,1,7,6,7,3,3,4,3,3,2,4,6,3,0,1502,180,602,900,1923,0,96,602,0,10592,602,165000
5,1,1,4,8,18,3,3,1,3,3,3,3,6,3,0,1022,280,1022,1022,1910,247,0,0,30,7200,310,85000
6,1,1,5,6,0,1,3,1,3,3,2,3,6,3,0,1082,240,1082,1082,1948,336,0,0,130,11664,746,119200
8,2,2,6,6,17,3,3,4,4,4,3,4,2,1,0,1665,528,810,810,2001,643,0,855,45,8400,167,227000
7,2,2,6,6,6,3,3,1,4,4,3,4,2,1,0,1504,478,1504,1504,1996,690,115,0,66,11883,814,203000
8,2,1,4,6,23,3,3,1,4,4,3,4,2,2,0,1360,565,1220,1360,1984,1036,63,0,0,5814,184,187500
7,2,2,7,6,9,3,3,8,4,4,3,4,2,2,0,1472,402,384,802,1991,0,164,670,0,10784,384,160000
7,2,2,6,6,1,3,3,1,4,4,3,4,2,1,0,1506,440,1362,1506,2005,16,142,0,20,3013,1346,213490
4,2,1,5,6,8,3,3,1,3,4,3,4,2,1,0,1132,451,1132,1132,2005,1024,252,0,64,7024,108,176000
7,2,2,6,6,6,3,3,1,4,4,3,4,2,2,0,1220,632,1199,1220,2006,684,105,0,54,7406,515,194000
5,1,1,6,8,18,3,3,2,3,3,3,3,6,3,0,1248,160,912,912,1930,324,0,336,0,9439,588,87000
7,2,2,7,6,1,3,3,1,4,4,4,4,2,1,0,1504,437,1346,1504,2005,16,156,0,20,3182,1330,191000
8,2,2,10,6,24,3,3,1,4,4,3,4,2,1,0,2898,665,1565,2898,1976,1165,0,0,72,15498,0,287000
5,2,1,5,6,6,3,3,1,3,3,3,3,6,3,0,882,461,882,882,1972,138,96,0,0,7700,276,112500
5,2,1,6,6,0,2,3,1,3,3,3,3,2,3,0,1264,461,1268,1264,1960,697,0,0,0,9300,571,167500
8,3,2,7,6,24,3,3,1,4,4,3,4,2,2,0,1646,800,1638,1646,2007,1513,192,0,44,9520,125,293077
5,1,1,6,6,0,1,3,2,3,3,3,3,2,3,0,1376,240,768,968,1941,368,0,408,0,9492,359,105000
6,1,1,7,8,3,3,3,4,3,3,3,3,6,3,0,1218,264,672,672,1972,317,0,546,28,1680,355,118000
5,0,2,10,5,19,3,3,4,3,3,3,3,0,0,0,1928,0,686,948,1916,0,0,980,0,7082,686,160000
7,2,2,12,6,19,3,3,5,3,3,3,3,3,1,0,3082,672,824,1687,1920,523,136,998,63,15863,301,197000
8,3,2,10,6,14,3,3,4,4,4,4,4,2,2,0,2520,796,1338,1352,1993,1012,209,1168,55,14541,326,310000
7,3,2,6,6,6,3,3,1,4,4,3,4,2,3,0,1654,900,1654,1654,2002,986,0,0,136,8125,668,230000
5,1,1,5,6,7,3,3,1,3,2,2,2,3,3,0,954,240,920,954,1938,0,0,0,0,6305,920,119750
4,1,1,5,6,8,3,3,1,3,0,0,3,6,3,0,845,290,0,845,1957,0,186,0,0,11500,0,84000
9,3,2,6,6,24,3,3,1,4,5,3,5,2,1,0,1620,912,1620,1620,2007,1022,228,0,0,12898,598,315500
8,2,2,7,6,6,3,3,4,4,4,3,4,4,1,0,2263,905,1055,1055,2001,0,0,1208,45,9240,1055,287000
4,0,1,6,8,11,3,3,4,3,3,3,3,0,0,0,1344,0,546,798,1970,0,0,546,0,1533,546,97000
4,1,1,3,8,11,3,3,7,3,4,3,3,2,3,0,630,286,630,630,1970,509,0,0,0,1477,121,80000
5,2,2,8,6,20,3,3,1,3,3,3,3,2,2,0,1803,484,1134,1803,1957,168,0,0,0,13125,284,155000
6,2,1,7,6,17,2,3,4,3,3,3,4,2,3,0,1632,484,800,800,1966,400,0,832,40,9130,336,173000
6,2,2,5,6,16,3,3,1,4,4,3,4,2,2,0,1306,624,1306,1306,2005,900,170,0,63,5381,406,196000
7,2,2,10,6,21,3,3,4,3,4,3,4,2,3,0,2329,514,1475,1532,1990,1085,192,797,121,11839,390,262280
8,2,2,9,6,17,6,3,1,4,4,3,4,2,1,0,2524,542,2524,2524,1981,1104,474,0,120,9600,1420,278000
3,2,2,8,6,8,3,3,1,3,0,0,3,2,3,0,1733,452,0,1733,1955,0,0,0,0,13680,0,139600
9,3,3,11,6,23,3,3,4,4,5,3,5,4,1,0,2868,716,1992,1992,2005,240,214,876,108,16056,1752,556581
5,2,1,5,6,6,3,3,1,3,4,3,3,6,3,0,990,672,990,990,1994,686,0,0,0,9245,304,145000
5,2,1,9,6,12,3,3,1,3,0,0,3,2,3,0,1771,336,0,1771,1960,0,0,0,0,21750,0,115000
4,1,1,6,6,8,3,3,1,3,0,0,4,6,3,0,930,308,0,930,1946,0,0,0,0,11100,0,84900
7,2,2,6,6,9,3,3,1,4,4,3,4,2,1,0,1302,436,1302,1302,2007,0,0,0,22,8993,1302,176485
7,2,2,6,6,6,3,3,1,4,4,3,4,2,1,0,1316,440,1316,1316,2007,0,0,0,20,11175,1316,200141
6,2,1,9,6,0,1,3,4,3,3,3,3,2,2,0,1977,540,816,1127,1964,442,0,850,52,9500,374,165000
5,1,1,7,6,8,3,3,1,3,3,3,3,3,3,0,1526,364,1216,1526,1957,383,116,0,78,8562,833,144500
8,2,2,7,6,6,3,3,4,4,4,3,4,2,1,0,1989,586,1065,1091,2002,932,199,898,60,11367,133,255000
6,2,2,7,6,17,3,3,1,3,4,3,3,2,1,0,1523,478,1193,1523,1976,644,0,0,0,11361,549,180000
7,2,2,6,6,16,3,3,1,4,4,3,4,2,2,0,1364,484,1364,1364,2005,659,192,0,36,7052,705,185850
7,2,2,7,6,14,3,3,4,4,4,3,4,4,1,0,1850,467,973,979,1994,595,168,871,98,29959,378,248000
9,3,2,10,6,16,3,3,4,5,5,3,5,2,1,0,2184,836,1104,1130,2008,936,0,1054,102,11308,168,335000
6,2,1,7,6,7,3,3,2,3,3,3,3,6,3,0,1991,432,854,1096,1932,297,0,895,0,11275,0,220000
8,2,2,6,6,23,3,3,1,4,4,3,4,2,1,0,1338,582,1338,1338,2001,616,0,0,0,4920,722,213500
3,3,1,6,0,10,3,3,1,2,3,3,3,6,2,0,894,1248,894,894,1935,0,0,0,20,18000,894,81000
5,2,2,10,8,18,3,3,4,3,3,3,3,6,3,0,2337,560,662,1422,1900,0,0,915,57,13600,662,90000
6,2,1,5,8,18,1,3,1,3,3,3,4,6,3,0,1103,440,1103,1103,1925,397,166,0,120,6000,706,110500
5,2,1,6,6,0,3,3,1,3,3,3,3,2,2,0,1154,480,1154,1154,1966,740,0,0,58,11000,184,154000
7,2,2,7,6,5,3,3,4,4,5,3,4,2,2,0,2260,533,1306,1306,1996,1201,296,954,44,14000,105,328000
6,2,2,7,6,9,3,3,4,4,4,3,3,2,2,0,1571,380,799,799,1993,0,0,772,40,7837,799,178000
6,2,1,7,6,0,3,3,4,3,3,3,3,2,2,0,1611,442,780,798,1964,674,328,813,128,9760,0,167900
6,2,2,10,8,11,3,3,4,3,4,3,3,2,1,0,2521,576,942,1291,1973,837,728,1230,20,3964,105,151400
5,2,1,4,6,0,3,3,3,3,3,3,4,6,3,0,893,576,845,893,1949,220,0,0,0,9600,625,135000
5,1,1,6,6,0,3,3,1,3,3,3,3,2,3,0,1048,286,1048,1048,1956,586,0,0,20,10152,462,135000
6,2,1,8,6,17,5,3,4,3,3,3,3,2,3,0,1556,441,727,829,1968,298,0,727,0,11700,429,154000
5,1,1,7,6,8,1,3,2,3,2,2,3,6,3,0,1456,280,810,1002,1948,0,0,454,0,7585,810,91500
6,2,1,6,6,8,3,3,4,3,3,3,3,2,1,0,1426,440,690,698,1977,535,252,728,0,7950,155,159500
7,3,2,5,6,6,3,3,1,4,4,3,4,2,2,0,1240,826,1240,1240,2006,0,140,0,93,8556,1240,194000
7,1,1,6,6,7,3,3,4,3,3,3,3,2,3,0,1740,240,800,960,1940,410,0,780,0,13125,390,219500
5,2,2,7,6,18,3,3,2,3,2,3,4,2,3,0,1466,566,796,1096,1936,626,436,370,21,10800,170,170000
5,1,1,6,6,0,3,3,1,3,3,3,3,2,1,0,1096,299,1096,1096,1969,75,240,0,32,15870,230,138800
6,2,1,3,8,6,3,3,1,4,4,3,4,2,2,0,848,420,848,848,2004,662,140,0,0,4435,186,155900
5,1,1,5,6,6,3,3,1,3,4,3,3,2,3,0,990,299,990,990,1994,495,0,0,64,8775,495,126000
6,2,2,5,6,17,3,3,1,4,3,3,4,2,2,0,1258,528,1258,1258,1971,656,55,0,0,11040,602,145000
5,1,1,5,6,20,2,3,1,3,3,3,3,2,1,0,1040,308,1040,1040,1963,824,0,0,0,7500,216,133000
7,2,2,6,6,6,3,3,1,4,4,3,4,2,2,0,1459,527,1459,1459,2002,0,192,0,39,8749,1459,192000
6,1,1,6,6,0,3,3,1,3,3,3,3,2,2,0,1251,461,1251,1251,1964,553,0,0,116,8800,698,160000
6,2,2,6,6,9,3,3,4,3,4,3,3,2,1,0,1498,409,691,691,1995,592,315,807,44,13031,99,187500
6,2,1,5,6,21,3,3,7,3,4,3,4,2,3,0,996,564,936,996,1992,747,120,0,0,9069,189,147000
4,1,1,6,8,11,3,3,4,3,3,3,3,2,2,0,1092,286,546,546,1973,334,120,546,96,1974,212,83500
8,3,2,9,3,22,3,3,4,4,4,3,4,2,2,0,1953,1043,1082,1082,2005,0,160,871,50,10574,1082,252000
7,2,2,7,8,8,3,3,4,4,4,3,4,6,3,0,1709,380,970,970,2004,0,0,739,40,2522,970,137500
8,2,1,4,3,22,3,3,1,4,4,3,4,2,1,0,1247,550,1247,1247,2005,1039,0,0,84,3316,208,197000
3,2,2,6,6,0,3,3,1,3,0,0,3,6,3,0,1040,400,0,1040,1950,0,0,0,0,8544,0,92900
7,2,2,4,3,22,3,3,4,4,4,3,4,6,3,0,1252,462,600,624,1999,510,0,628,48,2160,90,160000
6,2,2,7,6,19,3,3,2,3,3,3,3,6,3,0,1694,576,1181,1390,1925,423,342,304,0,8400,758,136500
5,2,1,6,6,0,2,3,1,3,3,3,4,6,3,0,1200,884,864,1200,1965,661,0,0,64,9230,203,146000
5,1,1,4,6,0,3,3,1,3,3,3,3,2,1,0,936,308,936,936,1956,248,0,0,0,5868,448,129000
6,2,2,6,6,6,3,3,1,4,4,3,4,2,2,0,1314,440,1314,1314,2006,24,0,0,22,9317,1290,176432
6,0,1,7,8,10,3,3,4,3,3,3,4,0,0,0,1355,0,684,773,1914,0,136,582,0,6882,684,127000
8,2,1,5,6,23,3,3,1,4,4,3,4,2,2,0,1088,461,1074,1088,1986,0,0,0,74,3696,1074,170000
4,1,1,6,8,4,3,3,2,3,3,3,3,6,3,0,1324,240,672,757,1936,672,0,567,0,6000,0,128000
7,2,2,7,6,17,5,3,1,3,4,3,3,2,2,0,1601,478,1271,1601,1978,704,0,0,0,11880,567,157000
2,1,1,3,6,19,3,3,1,3,3,2,2,6,3,0,438,246,290,438,1920,290,0,0,0,8400,0,60000
5,1,1,5,6,0,3,3,1,3,3,3,3,6,3,0,950,280,950,950,1971,412,0,0,0,9758,251,119500
5,1,1,6,6,0,3,3,1,3,3,3,3,2,2,0,1134,254,1010,1134,1960,588,0,0,16,7000,422,135000
6,2,1,6,6,0,3,3,1,3,3,3,3,4,1,0,1194,539,655,1194,1959,655,0,0,0,8910,0,159500
5,2,2,6,8,3,3,3,4,3,3,3,3,6,3,0,1302,440,630,630,1970,0,0,672,0,2016,630,106000
8,2,2,9,6,14,3,3,4,4,5,3,4,2,2,0,2622,712,1463,1500,1994,1032,186,1122,32,12256,431,325000
7,2,2,6,6,21,2,3,1,4,4,3,4,2,1,0,1442,719,910,1442,1990,738,0,0,244,10357,172,179900
7,2,2,9,6,9,3,3,4,4,5,4,4,4,2,0,2021,422,868,887,2006,0,0,1134,100,23257,868,274725
6,2,2,7,6,9,3,3,4,3,4,3,3,2,2,0,1690,463,924,948,2000,0,100,742,48,8063,924,181000
8,3,2,7,6,16,3,3,1,4,5,3,4,2,1,0,1836,862,1836,1836,2004,1039,125,0,185,11362,797,280000
6,2,2,8,6,9,3,3,4,3,4,3,3,2,1,0,1658,431,773,773,1995,219,224,885,84,8000,554,188000
7,2,2,8,6,17,3,3,4,3,3,3,3,2,2,0,1964,483,803,1098,1976,403,0,866,69,10480,400,205000
5,1,1,5,6,0,3,3,1,3,3,3,3,6,3,0,816,308,816,816,1957,708,0,0,0,7100,108,129900
5,1,1,6,6,0,3,3,1,3,3,3,4,2,3,0,1008,240,1008,1008,1953,643,0,0,18,8923,365,134500
5,1,1,4,6,18,3,3,1,3,3,3,4,6,3,0,833,326,833,833,1954,415,0,0,0,5400,418,117000
8,3,2,7,6,16,3,3,1,4,5,3,5,2,2,0,1734,928,1734,1734,2007,1004,0,0,0,12085,730,318000
8,2,2,7,6,9,3,3,8,4,4,3,4,4,1,0,1419,527,408,779,2002,353,120,640,0,7750,55,184100
5,2,1,5,6,20,2,3,1,3,3,3,4,2,2,0,894,450,894,894,1967,702,0,0,0,9764,192,130000
5,1,1,6,6,20,3,3,8,3,3,3,3,4,2,0,1601,300,533,1021,1958,0,280,580,34,13825,533,140000
